APS_100_mean	Control_mean	M	D	prob	ranking
GPAT2P1	3.33699661406077	0.166849830703038	4.32192809488736	3.17014678335773	0.468233670279706	5.35993405606917
LINC00342	NA	NA	NA	NA	NA	0
ANKRD36C	3.33699661406077	3.33699661406077	0	0	0.425168473186376	0
RN7SL210P	NA	NA	NA	NA	NA	0
FAHD2CP	NA	NA	NA	NA	NA	0
GPAT2	NA	NA	NA	NA	NA	0
ADRA2B	NA	NA	NA	NA	NA	0
ASTL	NA	NA	NA	NA	NA	0
DUSP2	0.333699661406077	5.00549492109115	-3.90689059560852	4.67179525968508	0.468233670279706	-6.09011207404841
AC012307.2	NA	NA	NA	NA	NA	0
STARD7	73.4139255093369	123.468874720248	-0.750021746991652	50.0549492109115	0.52853286242033	-50.0605680463965
STARD7-AS1	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
TMEM127	10.0109898421823	20.0219796843646	-1	10.0109898421823	0.531178703365404	-10.0608109822358
CIAO1	16.6849830703038	40.0439593687292	-1.26303440583379	23.3589762984254	0.566436284658791	-23.3930979055943
SNRNP200	210.230786685828	193.545803615525	0.119298928372344	16.6849830703038	0.428480087687249	16.6854095631674
AC021188.4	3.33699661406077	1.66849830703038	1	1.66849830703038	0.468233670279706	1.94522147853741
ITPRIPL1	3.33699661406077	10.0109898421823	-1.58496250072116	6.67399322812154	0.468233670279706	-6.85961308950471
NCAPH	46.7179525968508	45.0494542898204	0.0524674198941355	1.66849830703038	0.425168473186376	1.66932304564263
NEURL3	NA	NA	NA	NA	NA	0
RP11-363D14.1	NA	NA	NA	NA	NA	0
ARID5A	3.33699661406077	1.66849830703038	1	1.66849830703038	0.468233670279706	1.94522147853741
KANSL3	50.0549492109115	56.7289424390331	-0.180572245641821	6.67399322812154	0.425168473186376	-6.67643557183834
FER1L5	NA	NA	NA	NA	NA	0
LMAN2L	6.67399322812154	15.0164847632735	-1.16992500144231	8.34249153515192	0.531178703365404	-8.42412544559263
CNNM4	20.0219796843646	23.3589762984254	-0.222392421336448	3.33699661406077	0.425168473186376	-3.34439901795837
MIR3127	3.33699661406077	1.66849830703038	1	1.66849830703038	0.468233670279706	1.94522147853741
RP11-353K11.1	NA	NA	NA	NA	NA	0
CNNM3	10.0109898421823	23.3589762984254	-1.22239242133645	13.3479864562431	0.539976860309341	-13.4038421979591
ANKRD23	NA	NA	NA	NA	NA	0
ANKRD39	6.67399322812154	1.66849830703038	2	5.00549492109115	0.468233670279706	5.39026709960363
SEMA4C	20.0219796843646	10.0109898421823	1	10.0109898421823	0.531178703365404	10.0608109822358
FAM178B	NA	NA	NA	NA	NA	0
RNA5SP101	NA	NA	NA	NA	NA	0
RP11-219H23.1	3.33699661406077	0.166849830703038	4.32192809488736	3.17014678335773	0.468233670279706	5.35993405606917
RP11-219H23.2	NA	NA	NA	NA	NA	0
AC079395.1	NA	NA	NA	NA	NA	0
TRIM43CP	NA	NA	NA	NA	NA	0
AC018892.8	NA	NA	NA	NA	NA	0
AC018892.3	NA	NA	NA	NA	NA	0
IGKV2OR2-1	NA	NA	NA	NA	NA	0
IGKV2OR2-2	NA	NA	NA	NA	NA	0
IGKV1OR2-3	NA	NA	NA	NA	NA	0
GPAT2P2	NA	NA	NA	NA	NA	0
FAHD2B	NA	NA	NA	NA	NA	0
RP11-499E14.1	NA	NA	NA	NA	NA	0
RN7SL313P	NA	NA	NA	NA	NA	0
ANKRD36	6.67399322812154	8.34249153515192	-0.321928094887362	1.66849830703038	0.425168473186376	-1.69927169659271
RP11-734K23.9	NA	NA	NA	NA	NA	0
AC159540.3	NA	NA	NA	NA	NA	0
IGKV1OR2-9	NA	NA	NA	NA	NA	0
IGKV2OR2-10	NA	NA	NA	NA	NA	0
IGKV2OR2-7D	NA	NA	NA	NA	NA	0
IGKV3OR2-5	NA	NA	NA	NA	NA	0
IGKV1OR2-6	NA	NA	NA	NA	NA	0
IGKV2OR2-7	NA	NA	NA	NA	NA	0
IGKV2OR2-8	NA	NA	NA	NA	NA	0
IGKV1OR2-11	NA	NA	NA	NA	NA	0
AC159540.1	NA	NA	NA	NA	NA	0
AC159540.2	NA	NA	NA	NA	NA	0
ANKRD36B	6.67399322812154	0.166849830703038	5.32192809488736	6.5071433974185	0.468233670279706	8.40629727298045
AC159540.14	NA	NA	NA	NA	NA	0
UBTFL6	NA	NA	NA	NA	NA	0
COX5B	10.0109898421823	16.6849830703038	-0.736965594166206	6.67399322812154	0.425168473186376	-6.7145590991514
ACTR1B	10.0109898421823	6.67399322812154	0.584962500721156	3.33699661406077	0.425168473186376	3.38787950339191
LINC01125	NA	NA	NA	NA	NA	0
RNU4-8P	3.33699661406077	1.66849830703038	1	1.66849830703038	0.468233670279706	1.94522147853741
ZAP70	NA	NA	NA	NA	NA	0
TMEM131	63.4029356671546	66.7399322812154	-0.0740005814437767	3.33699661406077	0.425168473186376	-3.3378170243899
HMGN1P36	NA	NA	NA	NA	NA	0
RNU7-96P	NA	NA	NA	NA	NA	0
VWA3B	NA	NA	NA	NA	NA	0
ATP5BP1	NA	NA	NA	NA	NA	0
AC092675.3	NA	NA	NA	NA	NA	0
CNGA3	NA	NA	NA	NA	NA	0
AC092675.4	NA	NA	NA	NA	NA	0
INPP4A	16.6849830703038	18.3534813773342	-0.137503523749935	1.66849830703039	0.425168473186376	-1.6741546582102
COA5	3.33699661406077	5.00549492109115	-0.584962500721156	1.66849830703038	0.425168473186376	-1.76806892620543
UNC50	13.3479864562431	36.7069627546685	-1.4594316186373	23.3589762984254	0.566436284658791	-23.4045233739095
MGAT4A	3.33699661406077	0.166849830703038	4.32192809488736	3.17014678335773	0.468233670279706	5.35993405606917
YWHAQP5	NA	NA	NA	NA	NA	0
AC109826.1	NA	NA	NA	NA	NA	0
RNU4-84P	NA	NA	NA	NA	NA	0
KIAA1211L	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
RNU7-46P	NA	NA	NA	NA	NA	0
TSGA10	3.33699661406077	3.33699661406077	0	0	0.425168473186376	0
AC019097.7	NA	NA	NA	NA	NA	0
C2orf15	NA	NA	NA	NA	NA	0
RP11-111H13.1	NA	NA	NA	NA	NA	0
LIPT1	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
RP11-38C17.1	NA	NA	NA	NA	NA	0
MITD1	16.6849830703038	6.67399322812154	1.32192809488736	10.0109898421823	0.531178703365404	10.0978914387277
MRPL30	10.0109898421823	8.34249153515192	0.263034405833794	1.66849830703038	0.425168473186376	1.68910440743478
LYG2	NA	NA	NA	NA	NA	0
LYG1	3.33699661406077	3.33699661406077	0	0	0.425168473186376	0
TXNDC9	16.6849830703038	23.3589762984254	-0.485426827170242	6.67399322812154	0.425168473186376	-6.69162348115528
EIF5B	43.38095598279	90.0989085796407	-1.05444778402238	46.7179525968508	0.634033613445378	-46.7298507912322
REV1	13.3479864562431	16.6849830703038	-0.321928094887362	3.33699661406077	0.425168473186376	-3.3524892394355
RP11-527J8.1	NA	NA	NA	NA	NA	0
AFF3	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
AC092667.2	NA	NA	NA	NA	NA	0
LINC01104	NA	NA	NA	NA	NA	0
LONRF2	6.67399322812154	13.3479864562431	-1	6.67399322812154	0.468233670279706	-6.74849506253151
RP11-292K15.2	NA	NA	NA	NA	NA	0
RP11-292K15.1	NA	NA	NA	NA	NA	0
CHST10	3.33699661406077	3.33699661406077	0	0	0.425168473186376	0
AC012493.1	NA	NA	NA	NA	NA	0
NMS	NA	NA	NA	NA	NA	0
AC068538.2	NA	NA	NA	NA	NA	0
PDCL3	36.7069627546685	15.0164847632735	1.28950661719499	21.690477991395	0.566436284658791	21.7287749956361
HMGN2P22	NA	NA	NA	NA	NA	0
LINC01849	NA	NA	NA	NA	NA	0
NANOGNBP1	NA	NA	NA	NA	NA	0
LINC01868	NA	NA	NA	NA	NA	0
AC092168.4	NA	NA	NA	NA	NA	0
NPAS2	0.333699661406077	8.34249153515192	-4.64385618977472	8.00879187374584	0.613337798887671	-9.25776147825631
AC092168.2	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
AC016738.3	NA	NA	NA	NA	NA	0
AC016738.4	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
RPL31	183.534813773342	235.258261291284	-0.358191638874134	51.7234475179419	0.462401047375472	-51.7246877650455
TBC1D8	13.3479864562431	11.6794881492127	0.192645077942396	1.66849830703039	0.425168473186376	1.67958290257394
BBIP1P1	NA	NA	NA	NA	NA	0
TBC1D8-AS1	NA	NA	NA	NA	NA	0
CNOT11	43.38095598279	20.0219796843646	1.11547721741994	23.3589762984254	0.566436284658791	23.3855952058737
RNF149	20.0219796843646	16.6849830703038	0.263034405833794	3.33699661406077	0.425168473186376	3.34734723339324
SNORD89	13.3479864562431	26.6959729124862	-1	13.3479864562431	0.539976860309341	-13.3853928756704
MIR5696	3.33699661406077	3.33699661406077	0	0	0.425168473186376	0
CREG2	6.67399322812154	1.66849830703038	2	5.00549492109115	0.468233670279706	5.39026709960363
AC092570.1	NA	NA	NA	NA	NA	0
RFX8	NA	NA	NA	NA	NA	0
LINC01870	NA	NA	NA	NA	NA	0
AC092570.3	NA	NA	NA	NA	NA	0
AC092570.4	NA	NA	NA	NA	NA	0
MAP4K4	53.3919458249723	91.7674068866711	-0.781359713524659	38.3754610616988	0.517243129135712	-38.3834148389625
LINC01127	NA	NA	NA	NA	NA	0
IL1R2	NA	NA	NA	NA	NA	0
IL1R1	0.333699661406077	3.33699661406077	-3.32192809488736	3.00329695265469	0.468233670279706	-4.47828079215975
AC007271.3	NA	NA	NA	NA	NA	0
IL1RL2	NA	NA	NA	NA	NA	0
FAM183DP	NA	NA	NA	NA	NA	0
IL1RL1	NA	NA	NA	NA	NA	0
IL18R1	NA	NA	NA	NA	NA	0
SDR42E1P5	NA	NA	NA	NA	NA	0
IL18RAP	NA	NA	NA	NA	NA	0
MIR4772	NA	NA	NA	NA	NA	0
AC007278.2	NA	NA	NA	NA	NA	0
AC007278.3	NA	NA	NA	NA	NA	0
SLC9A4	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
SLC9A2	10.0109898421823	11.6794881492127	-0.222392421336448	1.66849830703038	0.425168473186376	-1.68325428549318
MFSD9	3.33699661406077	5.00549492109115	-0.584962500721156	1.66849830703038	0.425168473186376	-1.76806892620543
TMEM182	0.333699661406077	6.67399322812154	-4.32192809488736	6.34029356671546	0.468233670279706	-7.67322519997362
LINC01796	NA	NA	NA	NA	NA	0
LINC01935	NA	NA	NA	NA	NA	0
AC108051.2	NA	NA	NA	NA	NA	0
AC073987.1	NA	NA	NA	NA	NA	0
AC073987.2	NA	NA	NA	NA	NA	0
AC092568.1	NA	NA	NA	NA	NA	0
AC018880.1	NA	NA	NA	NA	NA	0
AC018880.2	NA	NA	NA	NA	NA	0
AC013727.1	NA	NA	NA	NA	NA	0
AC013727.2	NA	NA	NA	NA	NA	0
LINC01965	NA	NA	NA	NA	NA	0
DAOA-AS1_2	NA	NA	NA	NA	NA	0
AC096554.1	NA	NA	NA	NA	NA	0
AHCYP3	NA	NA	NA	NA	NA	0
AC068535.2	NA	NA	NA	NA	NA	0
LINC01831	NA	NA	NA	NA	NA	0
LINC01102	NA	NA	NA	NA	NA	0
LINC01103	NA	NA	NA	NA	NA	0
AC013402.4	NA	NA	NA	NA	NA	0
AC013402.3	NA	NA	NA	NA	NA	0
AC013402.5	NA	NA	NA	NA	NA	0
RPL23AP27	NA	NA	NA	NA	NA	0
AC068057.1	NA	NA	NA	NA	NA	0
CTD-2015C24.1	NA	NA	NA	NA	NA	0
LINC01114	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
HMGB3P11	NA	NA	NA	NA	NA	0
LINC01158	NA	NA	NA	NA	NA	0
RP11-13J10.1	NA	NA	NA	NA	NA	0
POU3F3	NA	NA	NA	NA	NA	0
AC018730.4	NA	NA	NA	NA	NA	0
LINC01159	NA	NA	NA	NA	NA	0
AC010884.1	NA	NA	NA	NA	NA	0
MRPS9	6.67399322812154	13.3479864562431	-1	6.67399322812154	0.468233670279706	-6.74849506253151
UTAT33	6.67399322812154	0.166849830703038	5.32192809488736	6.5071433974185	0.468233670279706	8.40629727298045
LINC01918	NA	NA	NA	NA	NA	0
GPR45	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
RP11-332H14.1	NA	NA	NA	NA	NA	0
TGFBRAP1	30.0329695265469	31.7014678335773	-0.0780025120012732	1.66849830703039	0.425168473186376	-1.67032062564101
AC012360.4	20.0219796843646	0.166849830703038	6.90689059560852	19.8551298536616	0.695392359842488	21.0221625720445
RP11-332H14.2	NA	NA	NA	NA	NA	0
C2orf49	3.33699661406077	6.67399322812154	-1	3.33699661406077	0.468233670279706	-3.48361111524421
FHL2	50.0549492109115	40.0439593687292	0.321928094887362	10.0109898421823	0.442412617220801	10.0161647010498
AC012360.6	0.333699661406077	3.33699661406077	-3.32192809488736	3.00329695265469	0.468233670279706	-4.47828079215975
NCK2	0.333699661406077	10.0109898421823	-4.90689059560852	9.67729018077623	0.623239150732757	-10.8502313597554
AC009505.2	NA	NA	NA	NA	NA	0
AC009505.4	NA	NA	NA	NA	NA	0
C2orf40	NA	NA	NA	NA	NA	0
UXS1	26.6959729124862	40.0439593687292	-0.584962500721156	13.3479864562431	0.466712337108757	-13.3607980137153
AC018878.3	NA	NA	NA	NA	NA	0
RP11-707E21.1	NA	NA	NA	NA	NA	0
AC092106.2	NA	NA	NA	NA	NA	0
AC092106.1	NA	NA	NA	NA	NA	0
AC114755.2	NA	NA	NA	NA	NA	0
AC114755.4	NA	NA	NA	NA	NA	0
AC114755.3	NA	NA	NA	NA	NA	0
AC114755.5	NA	NA	NA	NA	NA	0
AC114755.7	NA	NA	NA	NA	NA	0
PLGLA	NA	NA	NA	NA	NA	0
RGPD3	NA	NA	NA	NA	NA	0
AC108868.3	NA	NA	NA	NA	NA	0
CD8BP	NA	NA	NA	NA	NA	0
AC108868.5	NA	NA	NA	NA	NA	0
AC108868.6	NA	NA	NA	NA	NA	0
EEF1A1P12	3.33699661406077	3.33699661406077	0	0	0.425168473186376	0
ST6GAL2	NA	NA	NA	NA	NA	0
ST6GAL2-IT1	NA	NA	NA	NA	NA	0
AC016994.2	NA	NA	NA	NA	NA	0
PPP1R2P5	NA	NA	NA	NA	NA	0
AC005040.3	NA	NA	NA	NA	NA	0
LINC01789	NA	NA	NA	NA	NA	0
AC096669.1	NA	NA	NA	NA	NA	0
LINC01885	NA	NA	NA	NA	NA	0
LINC01886	NA	NA	NA	NA	NA	0
GACAT1	NA	NA	NA	NA	NA	0
RGPD4-AS1	NA	NA	NA	NA	NA	0
RGPD4	NA	NA	NA	NA	NA	0
AC009963.3	NA	NA	NA	NA	NA	0
AC009963.4	NA	NA	NA	NA	NA	0
AC009963.5	NA	NA	NA	NA	NA	0
AC009963.6	NA	NA	NA	NA	NA	0
SLC5A7	NA	NA	NA	NA	NA	0
LINC01593	NA	NA	NA	NA	NA	0
ACTP1	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
LINC01594	NA	NA	NA	NA	NA	0
SETD6P1	NA	NA	NA	NA	NA	0
SULT1C3	NA	NA	NA	NA	NA	0
WASF1P1	NA	NA	NA	NA	NA	0
SULT1C2	NA	NA	NA	NA	NA	0
SULT1C2P2	NA	NA	NA	NA	NA	0
SULT1C2P1	NA	NA	NA	NA	NA	0
GMCL1P2	NA	NA	NA	NA	NA	0
SULT1C4	NA	NA	NA	NA	NA	0
SMIM12P1	NA	NA	NA	NA	NA	0
GCC2	30.0329695265469	18.3534813773342	0.710493382805015	11.6794881492127	0.463212966345959	11.701078765422
GCC2-AS1	3.33699661406077	1.66849830703038	1	1.66849830703038	0.468233670279706	1.94522147853741
LIMS1	26.6959729124862	45.0494542898204	-0.754887502163468	18.3534813773342	0.485315430520034	-18.3689992598692
LIMS1-AS1	NA	NA	NA	NA	NA	0
AC010095.6	NA	NA	NA	NA	NA	0
RPL10P5	NA	NA	NA	NA	NA	0
RANBP2	66.7399322812154	135.148362869461	-1.01792190799726	68.4084305882457	0.6521059148297	-68.4160035412594
CCDC138	53.3919458249723	41.7124576757596	0.356143810225275	11.6794881492127	0.442412617220801	11.6849168521287
AC073415.2	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
EDAR	NA	NA	NA	NA	NA	0
SH3RF3-AS1	3.33699661406077	0.166849830703038	4.32192809488736	3.17014678335773	0.468233670279706	5.35993405606917
SH3RF3	0.333699661406077	3.33699661406077	-3.32192809488736	3.00329695265469	0.468233670279706	-4.47828079215975
MIR4265	NA	NA	NA	NA	NA	0
SNRPGP9	NA	NA	NA	NA	NA	0
MIR4266	NA	NA	NA	NA	NA	0
SEPT10	13.3479864562431	18.3534813773342	-0.459431618637297	5.00549492109115	0.425168473186376	-5.02653526967364
RP11-537E18.1	NA	NA	NA	NA	NA	0
AC011753.5	NA	NA	NA	NA	NA	0
SOWAHC	30.0329695265469	16.6849830703038	0.84799690655495	13.3479864562431	0.466712337108757	13.3748959319157
AC011753.6	NA	NA	NA	NA	NA	0
BMS1P19	NA	NA	NA	NA	NA	0
AC109815.2	NA	NA	NA	NA	NA	0
RPL22P11	NA	NA	NA	NA	NA	0
RP11-506F3.1	NA	NA	NA	NA	NA	0
RGPD5	NA	NA	NA	NA	NA	0
LIMS3	NA	NA	NA	NA	NA	0
AC013271.7	NA	NA	NA	NA	NA	0
AC013271.3	NA	NA	NA	NA	NA	0
AC013271.5	NA	NA	NA	NA	NA	0
GPAA1P1	NA	NA	NA	NA	NA	0
ZBTB45P1	NA	NA	NA	NA	NA	0
LINC01123	NA	NA	NA	NA	NA	0
AC013268.3	NA	NA	NA	NA	NA	0
AC013268.4	NA	NA	NA	NA	NA	0
RP11-1223D19.4	NA	NA	NA	NA	NA	0
RP11-1223D19.5	NA	NA	NA	NA	NA	0
MIR4267	NA	NA	NA	NA	NA	0
MALL	NA	NA	NA	NA	NA	0
MIR4436B1	NA	NA	NA	NA	NA	0
NPHP1	NA	NA	NA	NA	NA	0
AC092664.1	NA	NA	NA	NA	NA	0
LINC00116	NA	NA	NA	NA	NA	0
RP11-1223D19.1	NA	NA	NA	NA	NA	0
RP11-1223D19.3	NA	NA	NA	NA	NA	0
RP11-1223D19.2	NA	NA	NA	NA	NA	0
MIR4436B2	NA	NA	NA	NA	NA	0
RP11-1223D19.6	NA	NA	NA	NA	NA	0
AC112229.6	NA	NA	NA	NA	NA	0
AC112229.1	NA	NA	NA	NA	NA	0
LINC01106	NA	NA	NA	NA	NA	0
ZBTB45P2	NA	NA	NA	NA	NA	0
GPAA1P2	NA	NA	NA	NA	NA	0
RP13-1039J1.4	NA	NA	NA	NA	NA	0
RP13-1039J1.2	NA	NA	NA	NA	NA	0
AC108938.5	NA	NA	NA	NA	NA	0
LIMS4	NA	NA	NA	NA	NA	0
RP13-1039J1.3	NA	NA	NA	NA	NA	0
AC108938.3	NA	NA	NA	NA	NA	0
RGPD6	NA	NA	NA	NA	NA	0
AC123886.2	NA	NA	NA	NA	NA	0
AC114776.1	NA	NA	NA	NA	NA	0
BUB1	43.38095598279	71.7454272023065	-0.725825036561006	28.3644712195165	0.506569439369951	-28.3737563524198
AC114776.3	NA	NA	NA	NA	NA	0
ACOXL	NA	NA	NA	NA	NA	0
RPL5P9	NA	NA	NA	NA	NA	0
ACOXL-AS1	NA	NA	NA	NA	NA	0
BCL2L11	13.3479864562431	6.67399322812154	1	6.67399322812154	0.468233670279706	6.74849506253151
AC108463.1	NA	NA	NA	NA	NA	0
MIR4435-2HG	0.333699661406077	6.67399322812154	-4.32192809488736	6.34029356671546	0.468233670279706	-7.67322519997362
AC108463.2	NA	NA	NA	NA	NA	0
RP11-181E10.3	NA	NA	NA	NA	NA	0
AC068491.2	NA	NA	NA	NA	NA	0
RP11-803D5.4	NA	NA	NA	NA	NA	0
RPS14P4	NA	NA	NA	NA	NA	0
MIR4435-2	NA	NA	NA	NA	NA	0
RP11-803D5.1	NA	NA	NA	NA	NA	0
AC068491.3	NA	NA	NA	NA	NA	0
RP11-68E19.2	NA	NA	NA	NA	NA	0
AC017002.1	NA	NA	NA	NA	NA	0
AC017002.2	NA	NA	NA	NA	NA	0
RP11-68E19.1	NA	NA	NA	NA	NA	0
AC017002.4	NA	NA	NA	NA	NA	0
AC093166.1	NA	NA	NA	NA	NA	0
AC093166.2	NA	NA	NA	NA	NA	0
AC093166.3	NA	NA	NA	NA	NA	0
ANAPC1	40.0439593687292	28.3644712195165	0.497499659470817	11.6794881492127	0.450097430276458	11.69007909891
MIR4771-2	NA	NA	NA	NA	NA	0
AC093166.4	NA	NA	NA	NA	NA	0
EEF1E1P1	NA	NA	NA	NA	NA	0
MERTK	6.67399322812154	10.0109898421823	-0.584962500721156	3.33699661406077	0.425168473186376	-3.38787950339191
RN7SL297P	NA	NA	NA	NA	NA	0
AC104651.2	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
AC104651.3	NA	NA	NA	NA	NA	0
TMEM87B	23.3589762984254	20.0219796843646	0.222392421336448	3.33699661406077	0.425168473186376	3.34439901795837
FBLN7	NA	NA	NA	NA	NA	0
RP11-399B17.1	NA	NA	NA	NA	NA	0
ZC3H8	6.67399322812154	10.0109898421823	-0.584962500721156	3.33699661406077	0.425168473186376	-3.38787950339191
ZC3H6	6.67399322812154	6.67399322812154	0	0	0.425168473186376	0
NDUFB4P6	NA	NA	NA	NA	NA	0
AC115115.4	3.33699661406077	3.33699661406077	0	0	0.425168473186376	0
RGPD8	NA	NA	NA	NA	NA	0
RP11-606M12.1	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
TTL	63.4029356671546	83.4249153515192	-0.395928676331139	20.0219796843646	0.449724962448748	-20.0258939874816
POLR1B	46.7179525968508	65.071433974185	-0.478047296804644	18.3534813773342	0.460225104534567	-18.3597060947646
CHCHD5	6.67399322812154	8.34249153515192	-0.321928094887362	1.66849830703038	0.425168473186376	-1.69927169659271
AC012442.5	NA	NA	NA	NA	NA	0
AC012442.6	NA	NA	NA	NA	NA	0
AC079922.2	NA	NA	NA	NA	NA	0
AC079922.3	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
SLC20A1	50.0549492109115	65.071433974185	-0.37851162325373	15.0164847632735	0.443583810335728	-15.021254464743
NT5DC4	NA	NA	NA	NA	NA	0
CKAP2L	10.0109898421823	15.0164847632735	-0.584962500721156	5.00549492109115	0.425168473186376	-5.03955955737396
IL1A	3.33699661406077	1.66849830703038	1	1.66849830703038	0.468233670279706	1.94522147853741
IL1B	NA	NA	NA	NA	NA	0
RP11-67L14.1	NA	NA	NA	NA	NA	0
XIAPP3	NA	NA	NA	NA	NA	0
IL37	NA	NA	NA	NA	NA	0
CDK8P2	NA	NA	NA	NA	NA	0
IL36G	NA	NA	NA	NA	NA	0
HMGN2P23	NA	NA	NA	NA	NA	0
AC016724.6	NA	NA	NA	NA	NA	0
IL36A	NA	NA	NA	NA	NA	0
IL36B	NA	NA	NA	NA	NA	0
IL36RN	NA	NA	NA	NA	NA	0
IL1F10	NA	NA	NA	NA	NA	0
RNU6-1180P	0.333699661406077	5.00549492109115	-3.90689059560852	4.67179525968508	0.468233670279706	-6.09011207404841
IL1RN	NA	NA	NA	NA	NA	0
PSD4	NA	NA	NA	NA	NA	0
AC016683.5	NA	NA	NA	NA	NA	0
PAX8-AS1	NA	NA	NA	NA	NA	0
PAX8	NA	NA	NA	NA	NA	0
IGKV1OR2-108	NA	NA	NA	NA	NA	0
AC016745.3	NA	NA	NA	NA	NA	0
RP11-480C16.1	NA	NA	NA	NA	NA	0
CBWD2	0.333699661406077	5.00549492109115	-3.90689059560852	4.67179525968508	0.468233670279706	-6.09011207404841
FOXD4L1	NA	NA	NA	NA	NA	0
LINC01961	NA	NA	NA	NA	NA	0
PGM5P4-AS1	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
PGM5P4	NA	NA	NA	NA	NA	0
FAM138B	NA	NA	NA	NA	NA	0
MIR1302-3	NA	NA	NA	NA	NA	0
WASH2P	NA	NA	NA	NA	NA	0
DDX11L2	NA	NA	NA	NA	NA	0
RP11-395L14.18	NA	NA	NA	NA	NA	0
RPL23AP7	NA	NA	NA	NA	NA	0
RABL2A	NA	NA	NA	NA	NA	0
RP11-395L14.17	NA	NA	NA	NA	NA	0
RP11-395L14.13	NA	NA	NA	NA	NA	0
AC017074.1	NA	NA	NA	NA	NA	0
AC017074.2	NA	NA	NA	NA	NA	0
RNU6-744P	NA	NA	NA	NA	NA	0
SLC35F5	40.0439593687292	28.3644712195165	0.497499659470817	11.6794881492127	0.450097430276458	11.69007909891
MIR4782	NA	NA	NA	NA	NA	0
AC024704.2	NA	NA	NA	NA	NA	0
AC104653.1	NA	NA	NA	NA	NA	0
RP11-141B14.1	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
ACTR3	130.14286794837	185.203312080373	-0.509013647487858	55.0604441320027	0.486045142694759	-55.0627969041414
RP11-141B14.2	NA	NA	NA	NA	NA	0
LINC01191	NA	NA	NA	NA	NA	0
AC110769.3	NA	NA	NA	NA	NA	0
AC010982.2	NA	NA	NA	NA	NA	0
SEPHS1P7	NA	NA	NA	NA	NA	0
RNU2-41P	50.0549492109115	75.0824238163673	-0.584962500721156	25.0274746054558	0.504870498924207	-25.034309781857
DPP10	NA	NA	NA	NA	NA	0
DPP10-AS3	NA	NA	NA	NA	NA	0
DPP10-AS2	NA	NA	NA	NA	NA	0
DPP10-AS1	NA	NA	NA	NA	NA	0
RPSAP23	NA	NA	NA	NA	NA	0
RP11-338I24.1	NA	NA	NA	NA	NA	0
AC062016.1	NA	NA	NA	NA	NA	0
MTCYBP39	NA	NA	NA	NA	NA	0
AC062016.3	NA	NA	NA	NA	NA	0
MTND1P28	NA	NA	NA	NA	NA	0
MTND2P21	NA	NA	NA	NA	NA	0
MTCO1P43	NA	NA	NA	NA	NA	0
RNU7-190P	NA	NA	NA	NA	NA	0
AC092170.1	NA	NA	NA	NA	NA	0
AC009312.1	NA	NA	NA	NA	NA	0
DDX18	56.7289424390331	50.0549492109115	0.180572245641821	6.67399322812154	0.425168473186376	6.67643557183834
AC009404.2	NA	NA	NA	NA	NA	0
HTR5BP	NA	NA	NA	NA	NA	0
CCDC93	10.0109898421823	21.690477991395	-1.11547721741994	11.6794881492127	0.531178703365404	-11.7326353753188
AC009303.3	NA	NA	NA	NA	NA	0
AC009303.1	0.333699661406077	3.33699661406077	-3.32192809488736	3.00329695265469	0.468233670279706	-4.47828079215975
RP11-98C1.2	NA	NA	NA	NA	NA	0
AC009303.2	NA	NA	NA	NA	NA	0
RN7SL111P	NA	NA	NA	NA	NA	0
INSIG2	3.33699661406077	0.166849830703038	4.32192809488736	3.17014678335773	0.468233670279706	5.35993405606917
AC093901.1	NA	NA	NA	NA	NA	0
LINC01956	NA	NA	NA	NA	NA	0
EN1	20.0219796843646	8.34249153515192	1.26303440583379	11.6794881492127	0.531178703365404	11.7475827018974
MARCO	NA	NA	NA	NA	NA	0
RP11-77A13.1	NA	NA	NA	NA	NA	0
